1769573781.910533 server started (50665): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1769573781.910548 on Linux 6.18.6-200.fc43.x86_64 #1 SMP PREEMPT_DYNAMIC Sun Jan 18 18:57:00 UTC 2026
1769573781.910558 using libevent 2.1.12-stable poll
1769573781.910563 using ncurses 6.5 20250614
1769573781.945735 cmd_parse_build_commands 0:2: TripleClick1Pane
1769573781.945738 cmd_parse_build_commands 0:3 0:0: select-pane
1769573781.945742 cmd_parse_build_commands 0:3 1:0: send
1769573781.945745 cmd_parse_build_commands 0:3 1:1: -X
1769573781.945749 cmd_parse_build_commands 0:3 1:2: select-line
1769573781.945752 cmd_parse_build_commands 0:3 2:0: run
1769573781.945755 cmd_parse_build_commands 0:3 2:1: -d0.3
1769573781.945759 cmd_parse_build_commands 0:3 3:0: send
1769573781.945762 cmd_parse_build_commands 0:3 3:1: -X
1769573781.945766 cmd_parse_build_commands 0:3 3:2: copy-pipe-and-cancel
1769573781.945772 cmd_parse_build_commands 0:0: select-pane
1769573781.945777 cmd_parse_build_commands 1:0: send
1769573781.945780 cmd_parse_build_commands 1:1: -X
1769573781.945784 cmd_parse_build_commands 1:2: select-line
1769573781.945787 cmd_parse_build_commands 2:0: run
1769573781.945790 cmd_parse_build_commands 2:1: -d0.3
1769573781.945794 cmd_parse_build_commands 3:0: send
1769573781.945797 cmd_parse_build_commands 3:1: -X
1769573781.945801 cmd_parse_build_commands 3:2: copy-pipe-and-cancel
1769573781.945805 args_parse: flags end at 1 of 1
1769573781.945810 args_parse_flags: next -X
1769573781.945813 args_parse_flags: -X
1769573781.945816 args_parse_flags: next select-line
1769573781.945820 args_parse: flags end at 2 of 3
1769573781.945823 args_parse: 2 = select-line (type STRING)
1769573781.945827 args_parse_flags: next -d0.3
1769573781.945831 args_parse_flag_argument: -d = 0.3
1769573781.945834 args_parse: flags end at 2 of 2
1769573781.945838 args_parse_flags: next -X
1769573781.945841 args_parse_flags: -X
1769573781.945845 args_parse_flags: next copy-pipe-and-cancel
1769573781.945848 args_parse: flags end at 2 of 3
1769573781.945852 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1769573781.945857 cmd_parse_build_commands: select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1769573781.945860 args_parse_flags: next -Tcopy-mode
1769573781.945864 args_parse_flag_argument: -T = copy-mode
1769573781.945867 args_parse_flags: next TripleClick1Pane
1769573781.945871 args_parse: flags end at 2 of 4
1769573781.945874 args_parse: 2 = TripleClick1Pane (type STRING)
1769573781.945880 args_parse: 3 = select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel (type COMMANDS)
1769573781.945886 cmd_parse_build_commands: bind-key -T copy-mode TripleClick1Pane { select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel }
1769573781.945891 cmdq_get_command: [bind-key/0x564fc428ce10] group 1641
1769573781.945894 cmdq_append <global>: [bind-key/0x564fc428ce10]
1769573781.945898 yylex_token: end at WS
1769573781.945901 yylex_token: bind
1769573781.945904 yylex_token: end at WS
1769573781.945908 yylex_token: -Tcopy-mode
1769573781.945911 yylex_token: end at WS
1769573781.945914 yylex_token: NPage
1769573781.945918 yylex_token: end at WS
1769573781.945921 yylex_token: send
1769573781.945924 yylex_token: end at WS
1769573781.945927 yylex_token: -X
1769573781.945931 yylex_token: end at WS
1769573781.945934 yylex_token: page-down
1769573781.945938 cmd_parse_build_commands 0:0: bind
1769573781.945941 cmd_parse_build_commands 0:1: -Tcopy-mode
1769573781.945945 cmd_parse_build_commands 0:2: NPage
1769573781.945948 cmd_parse_build_commands 0:3 0:0: send
1769573781.945952 cmd_parse_build_commands 0:3 0:1: -X
1769573781.945961 cmd_parse_build_commands 0:3 0:2: page-down
1769573781.945965 cmd_parse_build_commands 0:0: send
1769573781.945969 cmd_parse_build_commands 0:1: -X
1769573781.945972 cmd_parse_build_commands 0:2: page-down
1769573781.945976 args_parse_flags: next -X
1769573781.945980 args_parse_flags: -X
1769573781.945983 args_parse_flags: next page-down
1769573781.945986 args_parse: flags end at 2 of 3
1769573781.945990 args_parse: 2 = page-down (type STRING)
1769573781.945994 cmd_parse_build_commands: send-keys -X page-down
1769573781.945998 args_parse_flags: next -Tcopy-mode
1769573781.946001 args_parse_flag_argument: -T = copy-mode
1769573781.946004 args_parse_flags: next NPage
1769573781.946008 args_parse: flags end at 2 of 4
1769573781.946011 args_parse: 2 = NPage (type STRING)
1769573781.946015 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1769573781.946020 cmd_parse_build_commands: bind-key -T copy-mode NPage { send-keys -X page-down }
1769573781.946024 cmdq_get_command: [bind-key/0x564fc428d120] group 1652
1769573781.946027 cmdq_append <global>: [bind-key/0x564fc428d120]
1769573781.946031 yylex_token: end at WS
1769573781.946035 yylex_token: bind
1769573781.946038 yylex_token: end at WS
1769573781.946041 yylex_token: -Tcopy-mode
1769573781.946048 yylex_token: end at WS
1769573781.946053 yylex_token: PPage
1769573781.946056 yylex_token: end at WS
1769573781.946059 yylex_token: send
1769573781.946062 yylex_token: end at WS
1769573781.946066 yylex_token: -X
1769573781.946069 yylex_token: end at WS
1769573781.946072 yylex_token: page-up
1769573781.946076 cmd_parse_build_commands 0:0: bind
1769573781.946080 cmd_parse_build_commands 0:1: -Tcopy-mode
1769573781.946083 cmd_parse_build_commands 0:2: PPage
1769573781.946087 cmd_parse_build_commands 0:3 0:0: send
1769573781.946090 cmd_parse_build_commands 0:3 0:1: -X
1769573781.946093 cmd_parse_build_commands 0:3 0:2: page-up
1769573781.946097 cmd_parse_build_commands 0:0: send
1769573781.946101 cmd_parse_build_commands 0:1: -X
1769573781.946104 cmd_parse_build_commands 0:2: page-up
1769573781.946108 args_parse_flags: next -X
1769573781.946111 args_parse_flags: -X
1769573781.946115 args_parse_flags: next page-up
1769573781.946118 args_parse: flags end at 2 of 3
1769573781.946121 args_parse: 2 = page-up (type STRING)
1769573781.946126 cmd_parse_build_commands: send-keys -X page-up
1769573781.946129 args_parse_flags: next -Tcopy-mode
1769573781.946133 args_parse_flag_argument: -T = copy-mode
1769573781.946136 args_parse_flags: next PPage
1769573781.946139 args_parse: flags end at 2 of 4
1769573781.946143 args_parse: 2 = PPage (type STRING)
1769573781.946147 args_parse: 3 = send-keys -X page-up (type COMMANDS)
1769573781.946152 cmd_parse_build_commands: bind-key -T copy-mode PPage { send-keys -X page-up }
1769573781.946156 cmdq_get_command: [bind-key/0x564fc428cf10] group 1660
1769573781.946159 cmdq_append <global>: [bind-key/0x564fc428cf10]
1769573781.946163 yylex_token: end at WS
1769573781.946166 yylex_token: bind
1769573781.946169 yylex_token: end at WS
1769573781.946173 yylex_token: -Tcopy-mode
1769573781.946176 yylex_token: end at WS
1769573781.946179 yylex_token: Up
1769573781.946183 yylex_token: end at WS
1769573781.946186 yylex_token: send
1769573781.946189 yylex_token: end at WS
1769573781.946192 yylex_token: -X
1769573781.946196 yylex_token: end at WS
1769573781.946199 yylex_token: cursor-up
1769573781.946203 cmd_parse_build_commands 0:0: bind
1769573781.946206 cmd_parse_build_commands 0:1: -Tcopy-mode
1769573781.946210 cmd_parse_build_commands 0:2: Up
1769573781.946213 cmd_parse_build_commands 0:3 0:0: send
1769573781.946217 cmd_parse_build_commands 0:3 0:1: -X
1769573781.946220 cmd_parse_build_commands 0:3 0:2: cursor-up
1769573781.946224 cmd_parse_build_commands 0:0: send
1769573781.946227 cmd_parse_build_commands 0:1: -X
1769573781.946230 cmd_parse_build_commands 0:2: cursor-up
1769573781.946235 args_parse_flags: next -X
1769573781.946238 args_parse_flags: -X
1769573781.946241 args_parse_flags: next cursor-up
1769573781.946245 args_parse: flags end at 2 of 3
1769573781.946248 args_parse: 2 = cursor-up (type STRING)
1769573781.946252 cmd_parse_build_commands: send-keys -X cursor-up
1769573781.946256 args_parse_flags: next -Tcopy-mode
1769573781.946259 args_parse_flag_argument: -T = copy-mode
1769573781.946263 args_parse_flags: next Up
1769573781.946266 args_parse: flags end at 2 of 4
1769573781.946269 args_parse: 2 = Up (type STRING)
1769573781.946274 args_parse: 3 = send-keys -X cursor-up (type COMMANDS)
1769573781.946278 cmd_parse_build_commands: bind-key -T copy-mode Up { send-keys -X cursor-up }
1769573781.946282 cmdq_get_command: [bind-key/0x564fc428d5a0] group 1668
1769573781.946286 cmdq_append <global>: [bind-key/0x564fc428d5a0]
1769573781.946291 yylex_token: end at WS
1769573781.946295 yylex_token: bind
1769573781.946298 yylex_token: end at WS
1769573781.946301 yylex_token: -Tcopy-mode
1769573781.946305 yylex_token: end at WS
1769573781.946308 yylex_token: Down
1769573781.946311 yylex_token: end at WS
1769573781.946314 yylex_token: send
1769573781.946318 yylex_token: end at WS
1769573781.946321 yylex_token: -X
1769573781.946324 yylex_token: end at WS
1769573781.946328 yylex_token: cursor-down
1769573781.946332 cmd_parse_build_commands 0:0: bind
1769573781.946335 cmd_parse_build_commands 0:1: -Tcopy-mode
1769573781.946341 cmd_parse_build_commands 0:2: Down
1769573781.946346 cmd_parse_build_commands 0:3 0:0: send
1769573781.946350 cmd_parse_build_commands 0:3 0:1: -X
1769573781.946353 cmd_parse_build_commands 0:3 0:2: cursor-down
1769573781.946357 cmd_parse_build_commands 0:0: send
1769573781.946360 cmd_parse_build_commands 0:1: -X
1769573781.946364 cmd_parse_build_commands 0:2: cursor-down
1769573781.946368 args_parse_flags: next -X
1769573781.946371 args_parse_flags: -X
1769573781.946374 args_parse_flags: next cursor-down
1769573781.946378 args_parse: flags end at 2 of 3
1769573781.946381 args_parse: 2 = cursor-down (type STRING)
1769573781.946385 cmd_parse_build_commands: send-keys -X cursor-down
1769573781.946389 args_parse_flags: next -Tcopy-mode
1769573781.946393 args_parse_flag_argument: -T = copy-mode
1769573781.946396 args_parse_flags: next Down
1769573781.946399 args_parse: flags end at 2 of 4
1769573781.946403 args_parse: 2 = Down (type STRING)
1769573781.946407 args_parse: 3 = send-keys -X cursor-down (type COMMANDS)
1769573781.946412 cmd_parse_build_commands: bind-key -T copy-mode Down { send-keys -X cursor-down }
1769573781.946416 cmdq_get_command: [bind-key/0x564fc428d8b0] group 1676
1769573781.946420 cmdq_append <global>: [bind-key/0x564fc428d8b0]
1769573781.946423 yylex_token: end at WS
1769573781.946426 yylex_token: bind
1769573781.946430 yylex_token: end at WS
1769573781.946433 yylex_token: -Tcopy-mode
1769573781.946436 yylex_token: end at WS
1769573781.946439 yylex_token: Left
1769573781.946443 yylex_token: end at WS
1769573781.946446 yylex_token: send
1769573781.946449 yylex_token: end at WS
1769573781.946453 yylex_token: -X
1769573781.946456 yylex_token: end at WS
1769573781.946459 yylex_token: cursor-left
1769573781.946463 cmd_parse_build_commands 0:0: bind
1769573781.946467 cmd_parse_build_commands 0:1: -Tcopy-mode
1769573781.946470 cmd_parse_build_commands 0:2: Left
1769573781.946473 cmd_parse_build_commands 0:3 0:0: send
1769573781.946477 cmd_parse_build_commands 0:3 0:1: -X
1769573781.946480 cmd_parse_build_commands 0:3 0:2: cursor-left
1769573781.946484 cmd_parse_build_commands 0:0: send
1769573781.946487 cmd_parse_build_commands 0:1: -X
1769573781.946491 cmd_parse_build_commands 0:2: cursor-left
1769573781.946495 args_parse_flags: next -X
1769573781.946498 args_parse_flags: -X
1769573781.946501 args_parse_flags: next cursor-left
1769573781.946505 args_parse: flags end at 2 of 3
1769573781.946508 args_parse: 2 = cursor-left (type STRING)
1769573781.946512 cmd_parse_build_commands: send-keys -X cursor-left
1769573781.946516 args_parse_flags: next -Tcopy-mode
1769573781.946519 args_parse_flag_argument: -T = copy-mode
1769573781.946523 args_parse_flags: next Left
1769573781.946526 args_parse: flags end at 2 of 4
1769573781.946529 args_parse: 2 = Left (type STRING)
1769573781.946533 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1769573781.946538 cmd_parse_build_commands: bind-key -T copy-mode Left { send-keys -X cursor-left }
1769573781.946542 cmdq_get_command: [bind-key/0x564fc428def0] group 1684
1769573781.946546 cmdq_append <global>: [bind-key/0x564fc428def0]
1769573781.946550 yylex_token: end at WS
1769573781.946553 yylex_token: bind
1769573781.946556 yylex_token: end at WS
1769573781.946560 yylex_token: -Tcopy-mode
1769573781.946563 yylex_token: end at WS
1769573781.946566 yylex_token: Right
1769573781.946569 yylex_token: end at WS
1769573781.946573 yylex_token: send
1769573781.946576 yylex_token: end at WS
1769573781.946579 yylex_token: -X
1769573781.946583 yylex_token: end at WS
1769573781.946586 yylex_token: cursor-right
1769573781.946590 cmd_parse_build_commands 0:0: bind
1769573781.946593 cmd_parse_build_commands 0:1: -Tcopy-mode
1769573781.946597 cmd_parse_build_commands 0:2: Right
1769573781.946600 cmd_parse_build_commands 0:3 0:0: send
1769573781.946604 cmd_parse_build_commands 0:3 0:1: -X
1769573781.946607 cmd_parse_build_commands 0:3 0:2: cursor-right
1769573781.946611 cmd_parse_build_commands 0:0: send
1769573781.946614 cmd_parse_build_commands 0:1: -X
1769573781.946621 cmd_parse_build_commands 0:2: cursor-right
1769573781.946626 args_parse_flags: next -X
1769573781.946629 args_parse_flags: -X
1769573781.946633 args_parse_flags: next cursor-right
1769573781.946636 args_parse: flags end at 2 of 3
1769573781.946639 args_parse: 2 = cursor-right (type STRING)
1769573781.946644 cmd_parse_build_commands: send-keys -X cursor-right
1769573781.946647 args_parse_flags: next -Tcopy-mode
1769573781.946651 args_parse_flag_argument: -T = copy-mode
1769573781.946654 args_parse_flags: next Right
1769573781.946657 args_parse: flags end at 2 of 4
1769573781.946661 args_parse: 2 = Right (type STRING)
1769573781.946665 args_parse: 3 = send-keys -X cursor-right (type COMMANDS)
1769573781.946670 cmd_parse_build_commands: bind-key -T copy-mode Right { send-keys -X cursor-right }
1769573781.946674 cmdq_get_command: [bind-key/0x564fc428e1c0] group 1692
1769573781.946678 cmdq_append <global>: [bind-key/0x564fc428e1c0]
1769573781.946681 yylex_token: end at WS
1769573781.946684 yylex_token: bind
1769573781.946688 yylex_token: end at WS
1769573781.946691 yylex_token: -Tcopy-mode
1769573781.946694 yylex_token: end at WS
1769573781.946698 yylex_token: M-1
1769573781.946701 yylex_token: end at WS
1769573781.946704 yylex_token: command-prompt
1769573781.946708 yylex_token: end at WS
1769573781.946711 yylex_token: -Np(repeat)
1769573781.946715 yylex_token: end at WS
1769573781.946718 yylex_token: -I1
1769573781.946721 yylex_token: end at WS
1769573781.946724 yylex_token: send
1769573781.946728 yylex_token: end at WS
1769573781.946731 yylex_token: -N
1769573781.946734 yylex_token: end at WS
1769573781.946738 yylex_token: %%
1769573781.946742 cmd_parse_build_commands 0:0: bind
1769573781.946745 cmd_parse_build_commands 0:1: -Tcopy-mode
1769573781.946748 cmd_parse_build_commands 0:2: M-1
1769573781.946752 cmd_parse_build_commands 0:3 0:0: command-prompt
1769573781.946756 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1769573781.946759 cmd_parse_build_commands 0:3 0:2: -I1
1769573781.946762 cmd_parse_build_commands 0:3 0:3 0:0: send
1769573781.946766 cmd_parse_build_commands 0:3 0:3 0:1: -N
1769573781.946769 cmd_parse_build_commands 0:3 0:3 0:2: %%
1769573781.946773 cmd_parse_build_commands 0:0: command-prompt
1769573781.946777 cmd_parse_build_commands 0:1: -Np(repeat)
1769573781.946780 cmd_parse_build_commands 0:2: -I1
1769573781.946783 cmd_parse_build_commands 0:3 0:0: send
1769573781.946787 cmd_parse_build_commands 0:3 0:1: -N
1769573781.946790 cmd_parse_build_commands 0:3 0:2: %%
1769573781.946794 cmd_parse_build_commands 0:0: send
1769573781.946797 cmd_parse_build_commands 0:1: -N
1769573781.946801 cmd_parse_build_commands 0:2: %%
1769573781.946805 args_parse_flags: next -N
1769573781.946808 args_parse_flag_argument: -N = %%
1769573781.946812 args_parse: flags end at 3 of 3
1769573781.946816 cmd_parse_build_commands: send-keys -N "%%"
1769573781.946819 args_parse_flags: next -Np(repeat)
1769573781.946823 args_parse_flags: -N
1769573781.946826 args_parse_flag_argument: -p = (repeat)
1769573781.946829 args_parse_flags: next -I1
1769573781.946833 args_parse_flag_argument: -I = 1
1769573781.946836 args_parse: flags end at 3 of 4
1769573781.946841 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1769573781.946846 cmd_parse_build_commands: command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" }
1769573781.946850 args_parse_flags: next -Tcopy-mode
1769573781.946853 args_parse_flag_argument: -T = copy-mode
1769573781.946857 args_parse_flags: next M-1
1769573781.946860 args_parse: flags end at 2 of 4
1769573781.946863 args_parse: 2 = M-1 (type STRING)
1769573781.946871 args_parse: 3 = command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1769573781.946877 cmd_parse_build_commands: bind-key -T copy-mode M-1 { command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" } }
1769573781.946881 cmdq_get_command: [bind-key/0x564fc428e590] group 1700
1769573781.946885 cmdq_append <global>: [bind-key/0x564fc428e590]
1769573781.946889 yylex_token: end at WS
1769573781.946892 yylex_token: bind
1769573781.946899 yylex_token: end at WS
1769573781.946904 yylex_token: -Tcopy-mode
1769573781.946907 yylex_token: end at WS
1769573781.946910 yylex_token: M-2
